Guide,Truth,Indels,variable,value
cntn1a,90%,Insertions > 10bp,CRISPResso,15.5654101995565
cntn1a,90%,Deletions > 10bp,CRISPResso,81.7
cntn1b,0,No indels > 10bp,CRISPResso,0.133377792597532
cntn1b,0,Mixed Indels,CRISPResso,0.133377792597532
cntn1b,0,Insertions > 10bp,CRISPResso,0.133377792597532
cntn1b,0,Deletions > 10bp,CRISPResso,0.133377792597532
cntn1b,33.3%,No indels > 10bp,CRISPResso,23.4744914971657
cntn1b,33.3%,Mixed Indels,CRISPResso,20.1
cntn1b,33.3%,Insertions > 10bp,CRISPResso,11.4013266998342
cntn1b,33.3%,Deletions > 10bp,CRISPResso,28.4
cntn1b,66.7%,No indels > 10bp,CRISPResso,10.4666666666667
cntn1b,66.7%,Mixed Indels,CRISPResso,46.4333333333333
cntn1b,66.7%,Insertions > 10bp,CRISPResso,10.8548168249661
cntn1b,66.7%,Deletions > 10bp,CRISPResso,39.9666666666667
cntn1b,90%,No indels > 10bp,CRISPResso,49.733155436958
cntn1b,90%,Mixed Indels,CRISPResso,57.3666666666667
cntn1b,90%,Insertions > 10bp,CRISPResso,46.4046822742475
cntn1b,90%,Deletions > 10bp,CRISPResso,79.7333333333333
cntn3b,0,No indels > 10bp,CRISPResso,0.133734536944166
cntn3b,0,Mixed Indels,CRISPResso,0.133734536944166
cntn3b,0,Insertions > 10bp,CRISPResso,0.133734536944166
cntn3b,0,Deletions > 10bp,CRISPResso,0.133734536944166
cntn3b,33.3%,No indels > 10bp,CRISPResso,20.8152355496158
cntn3b,33.3%,Mixed Indels,CRISPResso,24.0975935828877
cntn3b,33.3%,Insertions > 10bp,CRISPResso,6.45514223194748
cntn3b,33.3%,Deletions > 10bp,CRISPResso,33.4891485809683
cntn3b,66.7%,No indels > 10bp,CRISPResso,17.762938230384
cntn3b,66.7%,Mixed Indels,CRISPResso,33.7901069518717
cntn3b,66.7%,Insertions > 10bp,CRISPResso,19.6574225122349
cntn3b,66.7%,Deletions > 10bp,CRISPResso,51.5212303577399
cntn3b,90%,No indels > 10bp,CRISPResso,43.1103678929766
cntn3b,90%,Mixed Indels,CRISPResso,78.0602006688963
cntn3b,90%,Insertions > 10bp,CRISPResso,67.7177979690005
cntn3b,90%,Deletions > 10bp,CRISPResso,54.4329207092673
cntnap2b,0,No indels > 10bp,CRISPResso,0.233333333333333
cntnap2b,0,Mixed Indels,CRISPResso,0.233333333333333
cntnap2b,0,Insertions > 10bp,CRISPResso,0.233333333333333
cntnap2b,0,Deletions > 10bp,CRISPResso,0.233333333333333
cntnap2b,33.3%,No indels > 10bp,CRISPResso,22.2333333333333
cntnap2b,33.3%,Mixed Indels,CRISPResso,27.242414138046
cntnap2b,33.3%,Insertions > 10bp,CRISPResso,7.2962962962963
cntnap2b,33.3%,Deletions > 10bp,CRISPResso,30.5
cntnap2b,66.7%,No indels > 10bp,CRISPResso,12.2
cntnap2b,66.7%,Mixed Indels,CRISPResso,27.8666666666667
cntnap2b,66.7%,Insertions > 10bp,CRISPResso,29.8973481608212
cntnap2b,66.7%,Deletions > 10bp,CRISPResso,62.4
cntnap2b,90%,No indels > 10bp,CRISPResso,33.4444814938313
cntnap2b,90%,Mixed Indels,CRISPResso,23.1410470156719
cntnap2b,90%,Insertions > 10bp,CRISPResso,39.4466755912539
cntnap2b,90%,Deletions > 10bp,CRISPResso,82.7333333333333
cntnap4,0,No indels > 10bp,CRISPResso,0.100033344448149
cntnap4,0,Mixed Indels,CRISPResso,0.100033344448149
cntnap4,0,Insertions > 10bp,CRISPResso,0.100033344448149
cntnap4,0,Deletions > 10bp,CRISPResso,0.100033344448149
cntnap4,33.3%,No indels > 10bp,CRISPResso,21.5
cntnap4,33.3%,Mixed Indels,CRISPResso,8.86666666666667
cntnap4,33.3%,Insertions > 10bp,CRISPResso,11.8944323933478
cntnap4,33.3%,Deletions > 10bp,CRISPResso,26.0753584528176
cntnap4,66.7%,No indels > 10bp,CRISPResso,28.1666666666667
cntnap4,66.7%,Mixed Indels,CRISPResso,25.0666666666667
cntnap4,66.7%,Insertions > 10bp,CRISPResso,19.4466403162055
cntnap4,66.7%,Deletions > 10bp,CRISPResso,42.7142380793598
cntnap4,90%,No indels > 10bp,CRISPResso,60.4
cntnap4,90%,Mixed Indels,CRISPResso,70.7
cntnap4,90%,Insertions > 10bp,CRISPResso,72.3566308243728
cntnap4,90%,Deletions > 10bp,CRISPResso,54.3333333333333
CNTNAP5,0,No indels > 10bp,CRISPResso,0.200066688896299
CNTNAP5,0,Mixed Indels,CRISPResso,0.200066688896299
CNTNAP5,0,Insertions > 10bp,CRISPResso,0.200066688896299
CNTNAP5,0,Deletions > 10bp,CRISPResso,0.200066688896299
CNTNAP5,33.3%,No indels > 10bp,CRISPResso,24.5666666666667
CNTNAP5,33.3%,Mixed Indels,CRISPResso,28.8333333333333
CNTNAP5,33.3%,Insertions > 10bp,CRISPResso,7.81499202551834
CNTNAP5,33.3%,Deletions > 10bp,CRISPResso,21.5071690563521
CNTNAP5,66.7%,No indels > 10bp,CRISPResso,28.1333333333333
CNTNAP5,66.7%,Mixed Indels,CRISPResso,64.6882294098033
CNTNAP5,66.7%,Insertions > 10bp,CRISPResso,31.6184351554126
CNTNAP5,66.7%,Deletions > 10bp,CRISPResso,58.7195731910637
CNTNAP5,90%,No indels > 10bp,CRISPResso,56.0666666666667
CNTNAP5,90%,Mixed Indels,CRISPResso,50.7
CNTNAP5,90%,Insertions > 10bp,CRISPResso,35.408560311284
CNTNAP5,90%,Deletions > 10bp,CRISPResso,65.6666666666667
gjd1a,0,No indels > 10bp,CRISPResso,0.333778371161549
gjd1a,0,Mixed Indels,CRISPResso,0.333778371161549
gjd1a,0,Insertions > 10bp,CRISPResso,0.333778371161549
gjd1a,0,Deletions > 10bp,CRISPResso,0.333778371161549
gjd1a,33.3%,No indels > 10bp,CRISPResso,15.5488822155489
gjd1a,33.3%,Mixed Indels,CRISPResso,28.2892534315367
gjd1a,33.3%,Insertions > 10bp,CRISPResso,19.8698184309695
gjd1a,33.3%,Deletions > 10bp,CRISPResso,23.4646194926569
gjd1a,66.7%,No indels > 10bp,CRISPResso,30.7846410684474
gjd1a,66.7%,Mixed Indels,CRISPResso,45.045045045045
gjd1a,66.7%,Insertions > 10bp,CRISPResso,31.2755671253254
gjd1a,66.7%,Deletions > 10bp,CRISPResso,50.7682030728123
gjd1a,90%,No indels > 10bp,CRISPResso,47.0980653769179
gjd1a,90%,Mixed Indels,CRISPResso,17.6902536715621
gjd1a,90%,Insertions > 10bp,CRISPResso,1.9561351511559
gjd1a,90%,Deletions > 10bp,CRISPResso,78.0341023069208
nlgn1,0,No indels > 10bp,CRISPResso,0.133645172068159
nlgn1,0,Mixed Indels,CRISPResso,0.133645172068159
nlgn1,0,Insertions > 10bp,CRISPResso,0.133645172068159
nlgn1,0,Deletions > 10bp,CRISPResso,0.133645172068159
nlgn1,33.3%,No indels > 10bp,CRISPResso,22.4632843791722
nlgn1,33.3%,Mixed Indels,CRISPResso,15.4924874791319
nlgn1,33.3%,Insertions > 10bp,CRISPResso,17.0799860286413
nlgn1,33.3%,Deletions > 10bp,CRISPResso,23.1231231231231
nlgn1,66.7%,No indels > 10bp,CRISPResso,24.4073455759599
nlgn1,66.7%,Mixed Indels,CRISPResso,64.0828600066823
nlgn1,66.7%,Insertions > 10bp,CRISPResso,18.94397420395
nlgn1,66.7%,Deletions > 10bp,CRISPResso,50.7517540928834
nlgn1,90%,No indels > 10bp,CRISPResso,41.1214953271028
nlgn1,90%,Mixed Indels,CRISPResso,60.8026755852843
nlgn1,90%,Insertions > 10bp,CRISPResso,2.83964365256125
nlgn1,90%,Deletions > 10bp,CRISPResso,44.0655299231026
nlgn3a,0,No indels > 10bp,CRISPResso,0.266666666666667
nlgn3a,0,Mixed Indels,CRISPResso,0.266666666666667
nlgn3a,0,Insertions > 10bp,CRISPResso,0.266666666666667
nlgn3a,0,Deletions > 10bp,CRISPResso,0.266666666666667
nlgn3a,33.3%,No indels > 10bp,CRISPResso,21.4333333333333
nlgn3a,33.3%,Mixed Indels,CRISPResso,3.13333333333333
nlgn3a,33.3%,Insertions > 10bp,CRISPResso,10.9717868338558
nlgn3a,33.3%,Deletions > 10bp,CRISPResso,26.7666666666667
nlgn3a,66.7%,No indels > 10bp,CRISPResso,36.8666666666667
nlgn3a,66.7%,Mixed Indels,CRISPResso,52.7666666666667
nlgn3a,66.7%,Insertions > 10bp,CRISPResso,34.3511450381679
nlgn3a,66.7%,Deletions > 10bp,CRISPResso,38.7129043014338
nlgn3a,90%,No indels > 10bp,CRISPResso,48.4
nlgn3a,90%,Mixed Indels,CRISPResso,57.1666666666667
nlgn3a,90%,Insertions > 10bp,CRISPResso,19.8889449772842
nlgn3a,90%,Deletions > 10bp,CRISPResso,44.3666666666667
nlgn4a,0,No indels > 10bp,CRISPResso,0.0666888962987662
nlgn4a,0,Mixed Indels,CRISPResso,0.0666888962987662
nlgn4a,0,Insertions > 10bp,CRISPResso,0.0666888962987662
nlgn4a,0,Deletions > 10bp,CRISPResso,0.0666888962987662
nlgn4a,33.3%,No indels > 10bp,CRISPResso,16.5
nlgn4a,33.3%,Mixed Indels,CRISPResso,3.53333333333333
nlgn4a,33.3%,Insertions > 10bp,CRISPResso,14.7038801906059
nlgn4a,33.3%,Deletions > 10bp,CRISPResso,29.7666666666667
nlgn4a,66.7%,No indels > 10bp,CRISPResso,14.9
nlgn4a,66.7%,Mixed Indels,CRISPResso,27.8859060402685
nlgn4a,66.7%,Insertions > 10bp,CRISPResso,15.9561986703168
nlgn4a,66.7%,Deletions > 10bp,CRISPResso,60.7
nlgn4a,90%,No indels > 10bp,CRISPResso,21.1333333333333
nlgn4a,90%,Mixed Indels,CRISPResso,29.4764921640547
nlgn4a,90%,Insertions > 10bp,CRISPResso,38.0345768880801
nlgn4a,90%,Deletions > 10bp,CRISPResso,81.3333333333333
nrxn1a_L,0,No indels > 10bp,CRISPResso,0.166666666666667
nrxn1a_L,0,Mixed Indels,CRISPResso,0.166666666666667
nrxn1a_L,0,Insertions > 10bp,CRISPResso,0.166666666666667
nrxn1a_L,0,Deletions > 10bp,CRISPResso,0.166666666666667
nrxn1a_L,33.3%,No indels > 10bp,CRISPResso,22.8666666666667
nrxn1a_L,33.3%,Mixed Indels,CRISPResso,27.5091697232411
nrxn1a_L,33.3%,Insertions > 10bp,CRISPResso,14.002828854314
nrxn1a_L,33.3%,Deletions > 10bp,CRISPResso,22.1333333333333
nrxn1a_L,66.7%,No indels > 10bp,CRISPResso,33.4666666666667
nrxn1a_L,66.7%,Mixed Indels,CRISPResso,22.9666666666667
nrxn1a_L,66.7%,Insertions > 10bp,CRISPResso,24.3921265920494
nrxn1a_L,66.7%,Deletions > 10bp,CRISPResso,57.4333333333333
nrxn1a_L,90%,No indels > 10bp,CRISPResso,31.1437145715238
nrxn1a_L,90%,Mixed Indels,CRISPResso,75
nrxn1a_L,90%,Insertions > 10bp,CRISPResso,22.3671497584541
nrxn1a_L,90%,Deletions > 10bp,CRISPResso,60.7333333333333
nrxn1a_S,0,No indels > 10bp,CRISPResso,0.133333333333333
nrxn1a_S,0,Mixed Indels,CRISPResso,0.133333333333333
nrxn1a_S,0,Insertions > 10bp,CRISPResso,0.133333333333333
nrxn1a_S,0,Deletions > 10bp,CRISPResso,0.133333333333333
nrxn1a_S,33.3%,No indels > 10bp,CRISPResso,16.1333333333333
nrxn1a_S,33.3%,Mixed Indels,CRISPResso,11.1037012337446
nrxn1a_S,33.3%,Insertions > 10bp,CRISPResso,12.7536231884058
nrxn1a_S,33.3%,Deletions > 10bp,CRISPResso,23.0333333333333
nrxn1a_S,66.7%,No indels > 10bp,CRISPResso,43.4
nrxn1a_S,66.7%,Mixed Indels,CRISPResso,18.7124749833222
nrxn1a_S,66.7%,Insertions > 10bp,CRISPResso,30.2226432970156
nrxn1a_S,66.7%,Deletions > 10bp,CRISPResso,52.7666666666667
nrxn1a_S,90%,No indels > 10bp,CRISPResso,66.4
nrxn1a_S,90%,Mixed Indels,CRISPResso,53.7656197230665
nrxn1a_S,90%,Insertions > 10bp,CRISPResso,55.4732945531465
nrxn1a_S,90%,Deletions > 10bp,CRISPResso,80.3601200400133
nrxn1b_L,0,No indels > 10bp,CRISPResso,0.266666666666667
nrxn1b_L,0,Mixed Indels,CRISPResso,0.266666666666667
nrxn1b_L,0,Insertions > 10bp,CRISPResso,0.266666666666667
nrxn1b_L,0,Deletions > 10bp,CRISPResso,0.266666666666667
nrxn1b_L,33.3%,No indels > 10bp,CRISPResso,5.23333333333333
nrxn1b_L,33.3%,Mixed Indels,CRISPResso,11.8
nrxn1b_L,33.3%,Insertions > 10bp,CRISPResso,20.8182476466329
nrxn1b_L,33.3%,Deletions > 10bp,CRISPResso,26.7422474158053
nrxn1b_L,66.7%,No indels > 10bp,CRISPResso,47.082360786929
nrxn1b_L,66.7%,Mixed Indels,CRISPResso,37.4
nrxn1b_L,66.7%,Insertions > 10bp,CRISPResso,24.0714285714286
nrxn1b_L,66.7%,Deletions > 10bp,CRISPResso,42.4333333333333
nrxn1b_L,90%,No indels > 10bp,CRISPResso,41.1
nrxn1b_L,90%,Mixed Indels,CRISPResso,56.1
nrxn1b_L,90%,Insertions > 10bp,CRISPResso,36.978579481398
nrxn1b_L,90%,Deletions > 10bp,CRISPResso,55.351783927976
nrxn1b_S,0,No indels > 10bp,CRISPResso,0.166666666666667
nrxn1b_S,0,Mixed Indels,CRISPResso,0.166666666666667
nrxn1b_S,0,Insertions > 10bp,CRISPResso,0.166666666666667
nrxn1b_S,0,Deletions > 10bp,CRISPResso,0.166666666666667
nrxn1b_S,33.3%,No indels > 10bp,CRISPResso,12.2666666666667
nrxn1b_S,33.3%,Mixed Indels,CRISPResso,19.4333333333333
nrxn1b_S,33.3%,Insertions > 10bp,CRISPResso,4.57044673539519
nrxn1b_S,33.3%,Deletions > 10bp,CRISPResso,24.1
nrxn1b_S,66.7%,No indels > 10bp,CRISPResso,42.8142714238079
nrxn1b_S,66.7%,Mixed Indels,CRISPResso,51.4666666666667
nrxn1b_S,66.7%,Insertions > 10bp,CRISPResso,27.4860779634049
nrxn1b_S,66.7%,Deletions > 10bp,CRISPResso,52.0666666666667
nrxn1b_S,90%,No indels > 10bp,CRISPResso,77.6925641880627
nrxn1b_S,90%,Mixed Indels,CRISPResso,84.3333333333333
nrxn1b_S,90%,Insertions > 10bp,CRISPResso,40.3973509933775
nrxn1b_S,90%,Deletions > 10bp,CRISPResso,90
nrxn3a_L,0,No indels > 10bp,CRISPResso,0.1
nrxn3a_L,0,Mixed Indels,CRISPResso,0.1
nrxn3a_L,0,Insertions > 10bp,CRISPResso,0.1
nrxn3a_L,0,Deletions > 10bp,CRISPResso,0.1
nrxn3a_L,33.3%,No indels > 10bp,CRISPResso,11.7705901967322
nrxn3a_L,33.3%,Mixed Indels,CRISPResso,17.4666666666667
nrxn3a_L,33.3%,Insertions > 10bp,CRISPResso,12.8621908127208
nrxn3a_L,33.3%,Deletions > 10bp,CRISPResso,16.7
nrxn3a_L,66.7%,No indels > 10bp,CRISPResso,23.5333333333333
nrxn3a_L,66.7%,Mixed Indels,CRISPResso,35.0666666666667
nrxn3a_L,66.7%,Insertions > 10bp,CRISPResso,18.1030551755586
nrxn3a_L,66.7%,Deletions > 10bp,CRISPResso,52
nrxn3a_L,90%,No indels > 10bp,CRISPResso,31.4
nrxn3a_L,90%,Mixed Indels,CRISPResso,59.4198066022007
nrxn3a_L,90%,Insertions > 10bp,CRISPResso,36.2718089990817
nrxn3a_L,90%,Deletions > 10bp,CRISPResso,41.7
nrxn3b_L,0,No indels > 10bp,CRISPResso,0.233333333333333
nrxn3b_L,0,Mixed Indels,CRISPResso,0.233333333333333
nrxn3b_L,0,Insertions > 10bp,CRISPResso,0.233333333333333
nrxn3b_L,0,Deletions > 10bp,CRISPResso,0.233333333333333
nrxn3b_L,33.3%,No indels > 10bp,CRISPResso,15.4333333333333
nrxn3b_L,33.3%,Mixed Indels,CRISPResso,25.1
nrxn3b_L,33.3%,Insertions > 10bp,CRISPResso,6.10717100078802
nrxn3b_L,33.3%,Deletions > 10bp,CRISPResso,24.4829886591061
nrxn3b_L,66.7%,No indels > 10bp,CRISPResso,35.4333333333333
nrxn3b_L,66.7%,Mixed Indels,CRISPResso,57.3666666666667
nrxn3b_L,66.7%,Insertions > 10bp,CRISPResso,12.1911705143783
nrxn3b_L,66.7%,Deletions > 10bp,CRISPResso,49.4333333333333
nrxn3b_L,90%,No indels > 10bp,CRISPResso,28.6762254084695
nrxn3b_L,90%,Mixed Indels,CRISPResso,41.0333333333333
nrxn3b_L,90%,Insertions > 10bp,CRISPResso,22.0371556694427
nrxn3b_L,90%,Deletions > 10bp,CRISPResso,68.3666666666667
nrxn3b_S,0,No indels > 10bp,CRISPResso,0.0666666666666667
nrxn3b_S,0,Mixed Indels,CRISPResso,0.0666666666666667
nrxn3b_S,0,Insertions > 10bp,CRISPResso,0.0666666666666667
nrxn3b_S,0,Deletions > 10bp,CRISPResso,0.0666666666666667
nrxn3b_S,33.3%,No indels > 10bp,CRISPResso,10.7666666666667
nrxn3b_S,33.3%,Mixed Indels,CRISPResso,25.5170113408939
nrxn3b_S,33.3%,Insertions > 10bp,CRISPResso,12.4488403819918
nrxn3b_S,33.3%,Deletions > 10bp,CRISPResso,31.7
nrxn3b_S,66.7%,No indels > 10bp,CRISPResso,27.4
nrxn3b_S,66.7%,Mixed Indels,CRISPResso,5.76666666666667
nrxn3b_S,66.7%,Insertions > 10bp,CRISPResso,21.5861098076021
nrxn3b_S,66.7%,Deletions > 10bp,CRISPResso,61
nrxn3b_S,90%,No indels > 10bp,CRISPResso,37.6666666666667
nrxn3b_S,90%,Mixed Indels,CRISPResso,51.6666666666667
nrxn3b_S,90%,Insertions > 10bp,CRISPResso,18.0142687277051
nrxn3b_S,90%,Deletions > 10bp,CRISPResso,81.9939979993331
tjp1b_B,0,No indels > 10bp,CRISPResso,0.166833500166833
tjp1b_B,0,Mixed Indels,CRISPResso,0.166833500166833
tjp1b_B,0,Insertions > 10bp,CRISPResso,0.166833500166833
tjp1b_B,0,Deletions > 10bp,CRISPResso,0.166833500166833
tjp1b_B,33.3%,No indels > 10bp,CRISPResso,6.51955867602808
tjp1b_B,33.3%,Mixed Indels,CRISPResso,17.5133689839572
tjp1b_B,33.3%,Insertions > 10bp,CRISPResso,4.35591958302308
tjp1b_B,33.3%,Deletions > 10bp,CRISPResso,23.3366766967569
tjp1b_B,66.7%,No indels > 10bp,CRISPResso,30.9515859766277
tjp1b_B,66.7%,Mixed Indels,CRISPResso,44.6708987637822
tjp1b_B,66.7%,Insertions > 10bp,CRISPResso,15.2718858465098
tjp1b_B,66.7%,Deletions > 10bp,CRISPResso,45.6398262612763
tjp1b_B,90%,No indels > 10bp,CRISPResso,51.0503501167056
tjp1b_B,90%,Mixed Indels,CRISPResso,90.0200267022697
tjp1b_B,90%,Insertions > 10bp,CRISPResso,30.3448275862069
tjp1b_B,90%,Deletions > 10bp,CRISPResso,62.086258776329
tjp1b_L,0,No indels > 10bp,CRISPResso,0.166833500166833
tjp1b_L,0,Mixed Indels,CRISPResso,0.166833500166833
tjp1b_L,0,Insertions > 10bp,CRISPResso,0.166833500166833
tjp1b_L,0,Deletions > 10bp,CRISPResso,0.166833500166833
tjp1b_L,33.3%,No indels > 10bp,CRISPResso,20.7
tjp1b_L,33.3%,Mixed Indels,CRISPResso,31.1437145715238
tjp1b_L,33.3%,Insertions > 10bp,CRISPResso,12.7735916756369
tjp1b_L,33.3%,Deletions > 10bp,CRISPResso,24.3495663775851
tjp1b_L,66.7%,No indels > 10bp,CRISPResso,21.1070356785595
tjp1b_L,66.7%,Mixed Indels,CRISPResso,46.4643095396931
tjp1b_L,66.7%,Insertions > 10bp,CRISPResso,34.0373280943026
tjp1b_L,66.7%,Deletions > 10bp,CRISPResso,61.3333333333333
tjp1b_L,90%,No indels > 10bp,CRISPResso,35.0333333333333
tjp1b_L,90%,Mixed Indels,CRISPResso,55.6666666666667
tjp1b_L,90%,Insertions > 10bp,CRISPResso,34.3245967741936
tjp1b_L,90%,Deletions > 10bp,CRISPResso,61.6666666666667
cnsta,0,No indels > 10bp,CRISPRessoPooled,0.1
cntn1a,0,No indels > 10bp,CRISPRessoPooled,0.0666888962987662
cntn1b,0,No indels > 10bp,CRISPRessoPooled,0.166722240746916
cntn3b,0,No indels > 10bp,CRISPRessoPooled,0.200066688896299
cntnap2b,0,No indels > 10bp,CRISPRessoPooled,0.166666666666667
cntnap4,0,No indels > 10bp,CRISPRessoPooled,0.133422281521014
CNTNAP5,0,No indels > 10bp,CRISPRessoPooled,0.233411137045682
gjd1a,0,No indels > 10bp,CRISPRessoPooled,0.333333333333333
nlgn1,0,No indels > 10bp,CRISPRessoPooled,0.133466800133467
nlgn3a,0,No indels > 10bp,CRISPRessoPooled,0.233411137045682
nlgn4a,0,No indels > 10bp,CRISPRessoPooled,0.1
nrxn1a_L,0,No indels > 10bp,CRISPRessoPooled,0.233333333333333
nrxn1a_S,0,No indels > 10bp,CRISPRessoPooled,0.133333333333333
nrxn1b_L,0,No indels > 10bp,CRISPRessoPooled,0.233333333333333
nrxn1b_S,0,No indels > 10bp,CRISPRessoPooled,0.166666666666667
